start_time,architecture,dataset,input_size,batch_size,return_code
2023-12-25 02:02:11,inception_v3,stanford_dogs,128,256,0
2023-12-25 02:11:42,inception_v3,stanford_dogs,128,256,0
2023-12-25 02:26:16,inception_v3,stanford_dogs,128,256,0
2023-12-25 02:35:47,inception_v3,stanford_dogs,128,256,0
2023-12-25 02:50:28,inception_v3,stanford_dogs,128,256,0
2023-12-25 03:00:36,inception_v3,stanford_dogs,128,256,0
2023-12-25 03:15:17,inception_v3,stanford_dogs,128,256,0
2023-12-25 03:24:53,inception_v3,stanford_dogs,128,256,0
2023-12-25 03:39:30,inception_v3,stanford_dogs,128,256,0
2023-12-25 03:49:00,inception_v3,stanford_dogs,128,256,0
2023-12-25 04:03:27,inception_v3,stanford_dogs,128,256,0
2023-12-25 04:12:46,inception_v3,stanford_dogs,128,256,0
2023-12-25 04:27:15,inception_v3,stanford_dogs,128,256,0
2023-12-25 04:36:39,inception_v3,stanford_dogs,128,256,0
2023-12-25 04:51:05,inception_v3,stanford_dogs,128,256,0
2023-12-25 05:00:31,inception_v3,stanford_dogs,128,256,0
2023-12-25 05:15:37,inception_v3,stanford_dogs,128,256,0
2023-12-25 05:25:11,inception_v3,stanford_dogs,128,256,0
2023-12-25 05:39:53,inception_v3,stanford_dogs,128,256,0
2023-12-25 05:49:59,inception_v3,stanford_dogs,128,256,0
2023-12-25 06:05:13,inception_v3,stanford_dogs,128,256,0
2023-12-25 06:15:19,inception_v3,stanford_dogs,128,256,0
2023-12-25 06:29:53,inception_v3,stanford_dogs,128,256,0
2023-12-25 06:40:00,inception_v3,stanford_dogs,128,256,0
2023-12-25 06:54:36,inception_v3,stanford_dogs,128,256,0
2023-12-25 07:04:11,inception_v3,stanford_dogs,128,256,0
2023-12-25 07:18:39,inception_v3,stanford_dogs,128,256,0
2023-12-25 07:28:45,inception_v3,stanford_dogs,128,256,0
2023-12-25 07:43:12,inception_v3,stanford_dogs,128,256,0
2023-12-25 07:52:39,inception_v3,stanford_dogs,128,256,0
2023-12-25 08:07:10,inception_v3,stanford_dogs,128,256,0
2023-12-25 08:17:18,inception_v3,stanford_dogs,128,256,0
2023-12-25 08:31:45,inception_v3,stanford_dogs,128,256,0
2023-12-25 08:41:20,inception_v3,stanford_dogs,128,256,0
2023-12-25 08:56:48,inception_v3,stanford_dogs,128,256,0
2023-12-25 09:06:12,inception_v3,stanford_dogs,128,256,0
2023-12-25 09:20:43,inception_v3,stanford_dogs,128,256,0
2023-12-25 09:30:06,inception_v3,stanford_dogs,128,256,0
2023-12-25 09:44:33,inception_v3,stanford_dogs,128,256,0
2023-12-25 09:54:39,inception_v3,stanford_dogs,128,256,0
2023-12-25 10:09:11,inception_v3,stanford_dogs,128,256,0
2023-12-25 10:18:49,inception_v3,stanford_dogs,128,256,0
2023-12-25 10:33:14,inception_v3,stanford_dogs,128,256,0
2023-12-25 10:43:21,inception_v3,stanford_dogs,128,256,0
2023-12-25 10:57:46,inception_v3,stanford_dogs,128,256,0
2023-12-25 11:07:13,inception_v3,stanford_dogs,128,256,0
2023-12-25 11:21:44,inception_v3,stanford_dogs,128,256,0
2023-12-25 11:31:19,inception_v3,stanford_dogs,128,256,0
2023-12-25 11:45:56,inception_v3,stanford_dogs,128,256,0
2023-12-25 11:55:26,inception_v3,stanford_dogs,128,256,0
2023-12-25 12:09:51,inception_v3,stanford_dogs,128,256,0
2023-12-25 12:19:12,inception_v3,stanford_dogs,128,256,0
2023-12-25 12:34:20,inception_v3,stanford_dogs,128,256,0
2023-12-25 12:43:44,inception_v3,stanford_dogs,128,256,0
2023-12-25 12:58:07,inception_v3,stanford_dogs,128,256,0
2023-12-25 13:07:23,inception_v3,stanford_dogs,128,256,0
2023-12-25 13:22:32,inception_v3,stanford_dogs,128,256,0
2023-12-25 13:31:45,inception_v3,stanford_dogs,128,256,0
2023-12-25 13:46:00,inception_v3,stanford_dogs,128,256,0
2023-12-25 13:55:31,inception_v3,stanford_dogs,128,256,0
