start_time,architecture,dataset,input_size,batch_size,return_code
2024-01-04 12:07:23,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:14:49,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:22:22,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:29:44,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:36:55,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:44:06,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:51:24,inception_v3,stanford_dogs,128,256,-9
2024-01-04 12:58:36,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:06:01,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:13:15,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:20:27,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:27:37,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:34:57,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:42:16,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:49:48,inception_v3,stanford_dogs,128,256,-9
2024-01-04 13:57:29,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:04:58,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:12:08,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:19:17,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:26:32,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:33:44,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:40:56,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:48:05,inception_v3,stanford_dogs,128,256,-9
2024-01-04 14:55:13,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:02:44,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:09:57,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:17:16,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:24:29,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:31:48,inception_v3,stanford_dogs,128,256,-9
2024-01-04 15:39:11,inception_v3,stanford_dogs,128,256,-9
