start_time,architecture,dataset,input_size,batch_size,return_code
2023-12-24 14:09:15,inception_v3,stanford_dogs,128,256,0
2023-12-24 14:18:39,inception_v3,stanford_dogs,128,256,0
2023-12-24 14:32:53,inception_v3,stanford_dogs,128,256,0
2023-12-24 14:42:09,inception_v3,stanford_dogs,128,256,0
2023-12-24 14:56:33,inception_v3,stanford_dogs,128,256,0
2023-12-24 15:05:49,inception_v3,stanford_dogs,128,256,0
2023-12-24 15:19:58,inception_v3,stanford_dogs,128,256,0
2023-12-24 15:29:19,inception_v3,stanford_dogs,128,256,0
2023-12-24 15:43:36,inception_v3,stanford_dogs,128,256,0
2023-12-24 15:52:38,inception_v3,stanford_dogs,128,256,0
2023-12-24 16:06:52,inception_v3,stanford_dogs,128,256,0
2023-12-24 16:16:09,inception_v3,stanford_dogs,128,256,0
2023-12-24 16:30:14,inception_v3,stanford_dogs,128,256,0
2023-12-24 16:39:36,inception_v3,stanford_dogs,128,256,0
2023-12-24 16:53:43,inception_v3,stanford_dogs,128,256,0
2023-12-24 17:02:50,inception_v3,stanford_dogs,128,256,0
2023-12-24 17:17:06,inception_v3,stanford_dogs,128,256,0
2023-12-24 17:26:58,inception_v3,stanford_dogs,128,256,0
2023-12-24 17:41:10,inception_v3,stanford_dogs,128,256,0
2023-12-24 17:51:26,inception_v3,stanford_dogs,128,256,0
2023-12-24 18:05:40,inception_v3,stanford_dogs,128,256,0
2023-12-24 18:14:57,inception_v3,stanford_dogs,128,256,0
2023-12-24 18:29:56,inception_v3,stanford_dogs,128,256,0
2023-12-24 18:39:19,inception_v3,stanford_dogs,128,256,0
2023-12-24 18:53:23,inception_v3,stanford_dogs,128,256,0
2023-12-24 19:02:41,inception_v3,stanford_dogs,128,256,0
2023-12-24 19:16:58,inception_v3,stanford_dogs,128,256,0
2023-12-24 19:26:10,inception_v3,stanford_dogs,128,256,0
2023-12-24 19:40:26,inception_v3,stanford_dogs,128,256,0
2023-12-24 19:49:39,inception_v3,stanford_dogs,128,256,0
2023-12-24 20:03:54,inception_v3,stanford_dogs,128,256,0
2023-12-24 20:13:03,inception_v3,stanford_dogs,128,256,0
2023-12-24 20:28:02,inception_v3,stanford_dogs,128,256,0
2023-12-24 20:37:24,inception_v3,stanford_dogs,128,256,0
2023-12-24 20:51:52,inception_v3,stanford_dogs,128,256,0
2023-12-24 21:01:04,inception_v3,stanford_dogs,128,256,0
2023-12-24 21:15:21,inception_v3,stanford_dogs,128,256,0
2023-12-24 21:24:36,inception_v3,stanford_dogs,128,256,0
2023-12-24 21:38:58,inception_v3,stanford_dogs,128,256,0
2023-12-24 21:48:21,inception_v3,stanford_dogs,128,256,0
2023-12-24 22:02:49,inception_v3,stanford_dogs,128,256,0
2023-12-24 22:12:07,inception_v3,stanford_dogs,128,256,0
2023-12-24 22:26:35,inception_v3,stanford_dogs,128,256,0
2023-12-24 22:36:28,inception_v3,stanford_dogs,128,256,0
2023-12-24 22:50:48,inception_v3,stanford_dogs,128,256,0
2023-12-24 23:00:04,inception_v3,stanford_dogs,128,256,0
2023-12-24 23:14:17,inception_v3,stanford_dogs,128,256,0
2023-12-24 23:23:36,inception_v3,stanford_dogs,128,256,0
2023-12-24 23:38:05,inception_v3,stanford_dogs,128,256,0
2023-12-24 23:47:19,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:01:44,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:11:45,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:25:59,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:35:16,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:50:20,inception_v3,stanford_dogs,128,256,0
2023-12-25 00:59:37,inception_v3,stanford_dogs,128,256,0
2023-12-25 01:13:54,inception_v3,stanford_dogs,128,256,0
2023-12-25 01:23:14,inception_v3,stanford_dogs,128,256,0
2023-12-25 01:37:27,inception_v3,stanford_dogs,128,256,0
2023-12-25 01:46:56,inception_v3,stanford_dogs,128,256,0
